reviewId,content,language,english_content
c8b92b3c-7bed-4a66-869a-a2ba44ea9668,"Wenn der Fahrzeugstatus über die App nicht aktualisiert werden kann, die Daten werden von der Vergangenheit angezeigt, dann müssen im Fahrzeug über das i Drive Menü alle BMW Dienste aktuallisiert werden. Wurden diese aktualisiert dann Connected Drive deaktivieren. Kurz warten dann Conneced Drive wieder aktivieren. Wärend der Aktualisierung darf das Fahrzeug nicht gefahren werden. Anschließend in der App den Fahrzeug Status akkualisieren. Bei mir hat es so funktioniert. Alles wieder ok.",German,"“If the vehicle status can’t be updated via the app, and the data displayed is from the past, then you need to update all BMW services in the vehicle via the iDrive menu. Once these have been updated, deactivate Connected Drive. Wait a short while, then reactivate Connected Drive. The vehicle must not be driven during the update. Afterwards, update the vehicle status in the app. This is how it worked for me. Everything is ok again.”"
eacd1e06-c66c-4612-9760-492873b51961,"Die neue App hat die vorherige App nur verschlimmbessert. Respekt, ich dachte nicht das dieses Möglich ist. Warum kann man z. B. nicht mehr spontan die Klimatisierung einschalten? Zu teuer? Zu einfach? Zu Kundenfreundlich? Wenn man sich überlegt was man für die ganzen Softwarezusätze bezahlen muss ist es schon, gelinde ausgedrückt, eine Unverschämtheit was dafür geboten wird. Langsam tendiere ich dazu dass das nächste Auto kein BMW mehr wird.",German,"The new app has only made the previous app worse. Seriously, I didn't think that was possible. Why, for example, can you no longer spontaneously activate the climate control? Too expensive? Too simple? Too customer-friendly? Considering what you have to pay for all the software additions, it’s, to put it mildly, an outrage what is offered in return. I’m slowly tending towards the next car not being a BMW."
5b44e5b5-d69d-47da-adb4-8f8937693e15,"Bis jetzt funktionierte alles einwandfrei, in letzter Zeit fehlerhaft, einiges versucht aber ohne Erfolg.",German,"Up until now, everything worked flawlessly, recently buggy, some things tried but without success."
28f067b5-34e5-435e-8752-3ff7ed7d4213,is von BMW...muss also gut sein ;) tolle App funktioniert und macht spaß,German,"It’s from BMW… so it has to be good ;) great app, works and is fun."
6f5740bc-47fa-4d31-9d16-2ddf92ecb0a4,Nach jedem Update wieder neu anmelden - genial,German,Re-logging after every update – brilliant.
87a376bf-ae42-488f-941c-88360c87c776,BMW ist besser als mein RangeRover. Vor allem was die digitale Technik an geht.,German,BMW is better than my RangeRover. Especially when it comes to digital technology.
e81e0be8-52d4-4c6f-b4b1-beac1f98413e,Einfach genial wenn man stets in ein temperiertes Auto einsteigen kann - egal ob es draußen kalt oder heiß ist 😀,German,Simply brilliant when you can always get into a pre-conditioned car – whether it's cold or hot outside 😀
3f3a1d1b-038e-4a54-b9c8-a38172206b12,App funktioniert nicht. Ich kann die AGB nicht runter laden. Zeigt mir immer an das ich es später nochmal versuchen soll. Weil es momentan nicht möglich ist,German,App isn’t working. I can’t download the Terms and Conditions. It always tells me to try again later because it’s currently not possible.
731a791a-609f-4412-9b14-4eb7f0c41669,"Dalla versione 2.11.0, con IDrive 6 e telefono Android 12 collegato via Bluetooth, non si attiva più l'opzione ""app"". L'ultima versione funzionante è la 2.9.3. Dalle versione 3.5.2 il problema è stato risolto.",Italian,"Since version 2.11.0, with iDrive 6 and an Android 12 phone connected via Bluetooth, the app option no longer activates. The last working version is 2.9.3. From version 3.5.2 the problem has been resolved."
f0398a65-f70d-49fa-a378-a4d4e0b9109d,"Riuscire a fare un'app. su misura rispondente quanto più possibile alle necessità del veicolo sarebbe un amibizioso traguardo. Si potrebbe dedicare una sessione specifica ""veicolo"" comprendente tutti gli interventi, manutenzione, sostituzioni e quant'altro per tenere elevato lo stato degli interventi. Ove possibile si potrebbe includere lo stato di usura dei componenti e altro aumentando così la performance delle app. Distinti saluti",Italian,"Achieving a custom app that responds as closely as possible to the needs of the vehicle would be an ambitious goal. A specific vehicle section could be dedicated to all interventions, maintenance, replacements, and so on, to keep the state of interventions high. Where possible, the wear status of components could be included, further increasing the app's performance. Sincerely"
8d267525-64f0-4e8e-8c0e-5e4b685ab6a1,"È da più di 2 settimane che l'app non funziona, oltre al fatto che la precedente aveva più funzioni e funzionava meglio. Vorrei ricordare che questo servizio è a pagamento.",Italian,"The app hasn't been working for over two weeks, on top of the fact that the previous version had more features and worked better. I’d like to remember that this service is a paid one."
74fcb765-c295-40a6-8d95-b616009feb9f,"Pessima! Dopo appena un mese e mezzo dall'installazione si e' bloccata, come lamentato anche da altri utenti. Non aggiorna, infatti, lo stato e la posizione della vettura e non invia i comandi da remoto. Peraltro la funzione fa parte di un pacchetto a pagamento.",Italian,"Terrible! After just a month and a half since installation, it froze, as also reported by other users. It doesn’t update the vehicle's status and location, and it doesn't send remote commands. Moreover, this function is part of a paid package."
60e39908-78e4-4753-9552-48a945a1448f,Comandi da remoto verso la macchina molto lenti,Italian,Remote commands to the car are very slow.
53edcfd8-22ed-462e-9a03-582c05d11cb7,"Utile, peccato che a volte non fa il refresh dei dati in tempo reale",Italian,"Useful, it’s a shame it doesn’t refresh data in real time sometimes."
2a428c0b-04bf-4580-9b13-292bb4c566c0,La app funziona bene. Sarebbe molto utile poter impostare la pianificazione delle ricariche su base settimanale cosi da coincidere con le fasce dei gestori dell'energia elettrica che ad es. nel weekend hanno tariffa più bassa tutto il giorno.,Italian,"The app works well. It would be very useful to be able to set charging schedules on a weekly basis so they coincide with energy providers' time-of-use rates, which, for example, have a lower rate all day on weekends."
6485c976-1681-4c15-bb38-c10344b262eb,sarebbe molto utile connessione con account Google,Italian,It would be very useful to have connection with a Google account.
b05d9ef1-f7f4-4c45-88c4-a08b81ef24aa,"Digital key non compatibile con s22, che vergogna",Italian,"Digital Key not compatible with S22, how embarrassing."
55b13354-9962-461a-8409-5b261ec399a9,decisamente un grande aiuto per avere sempre l'autovettura sotto controllo,Italian,definitely a great help for always keeping the car under control
34e1e27e-ca2d-4ed0-b751-4c581afbf326,"La vecchia app BMW connected era organizzata con layout a mio parere più chiaro e piacevole. Ma vabbè.. Ora la localizzazione del veicolo risulta più lenta, non utilizza più la dettagliata mappa google, inoltre non consente più di navigare a piedi verso il proprio veicolo. Secondo me con questa app si sono fatti non uno, ma ben due passi indietro rispetto la precedente. Se poi contiamo che è un sevizio a pagamento... Mah!!!....",Italian,"“The old BMW Connected app was organized with a layout that, in my opinion, was clearer and more pleasant. But okay… Now vehicle location is slower, it no longer uses the detailed Google Maps, and it no longer allows you to navigate on foot to your vehicle. In my opinion, with this app they’ve taken not one, but two steps backward compared to the previous one. And if we also factor in that it’s a paid service… Meh!!!…”"
740f7f64-357a-43ee-a535-ad285a6ba21f,"facile da usare, efficente e utile per avere il controllo dell'auto da remoto",Italian,"Easy to use, efficient, and useful for having remote control of the car."
ccee4a91-dd77-488a-849f-cec6307ac122,"Serve un aggiornamento che risolva una volta per tutte il problema della registrazione viaggi... ogni tre per due quest'ultima non funziona. Se fosse un problema di ID9 intervenite per favore sul software dell'auto, altrimenti ""i miei viaggi"" rimane totalmente inutile (dato registra a random...).",Italian,"An update is needed to permanently fix the trip recording issue... it fails every three and two. If it's an ID9 problem, please intervene on the car's software, otherwise My Trips remains totally useless (data records randomly...)."
bbecd099-bda3-4eaf-bf14-e7094aebb752,precisione e modalità di avviso sempre in anticipo,Italian,Precision and advance warning mode.
312fc620-0e66-4816-9695-4724bfccbc44,App stabile e precisa. Molto utile e molto comoda. Migliorerebbe un poco se desse la possibilità di gestire dallo smartphone le app dell'auto,Italian,Stable and accurate app. Very useful and very convenient. It would improve a little if it offered the possibility to manage the car's apps from the smartphone.
16230202-b636-4f8c-928d-5734a59118e7,"L'applicazione è utile. La uso da 6 mesi, cioè da quando ho preso l.auto. È sempre andata bene, fino all.ultimo aggiornamento di pochi giorni fa. Ora, senza alcun motivo va in crash mentre la uso. Schermo nero e anche attendendo non cambia. Resta così. Bisogna chiuderla con tasto indietro del telefono o eliminarla dalle app aperte Poi riparte regolarmente. Attendo che torni funzionante al 100% per migliorare la valutazione",Italian,"The app is useful. I've been using it for 6 months, that is, since I got the car. It has always worked well, until the last update a few days ago. Now, for no reason, it crashes while I'm using it. Black screen and even waiting, it doesn't change. It stays like that. You have to close it with the phone's back button or delete it from the open apps. Then it restarts regularly. I'm waiting for it to be fully functional again to improve the rating."
924fceb2-cbe0-4f0c-b6ea-702d68065aa2,"All'inizio, non avendola mai avuto ho avuto qualche difficoltà, ma ora la consiglio a tutti.",Italian,"Initially, I had some difficulties not having used it before, but now I recommend it to everyone."
a34a2e36-995b-454b-87d7-833ac5b2bc72,esperienza positiva con Bmw dal 2005,Italian,Positive experience with BMW since 2005
cd84dfa4-e3d1-44e9-b43e-0b688da43101,Concordo con l'opinione di informatici incapaci in quanto sto cercando di recuperare la password inserisco il codice cliente presente nella mail e appare la dicitura dato errato. Senza parlare delle telefonate avevo 17 davanti ho atteso il mio turno e quando era arrivato la comunicazione è caduta. Stessa cosa un momento fa mentre parlavo con l'operatore. Se registrano le telefonate le ascoltino,Italian,"I agree with the opinion of incompetent IT people because I'm trying to recover my password, I enter the customer code from the email and the message incorrect data appears. Not to mention the phone calls: I had 17 in the queue, I waited for my turn, and when it was my turn, the connection dropped. Same thing just now while talking to the operator. If they record the phone calls, they should listen to them."
e90447ba-97d8-4e46-9c45-b23af5c09fbc,Quale funzione in più sarebbe stata utile....(apertura chiusura finestrini),Italian,Which extra function would have been useful....(window opening and closing)
220a4b8d-a604-471d-9783-e32ac33bf1c6,"buona, utile e molto intuitiva.",Italian,"Good, useful, and very intuitive."
88cfb643-a282-418c-a85e-263e4af15fd4,"Una volta istallata l'app, clicco su login e parte una landing di caricamento infinita. Non riesco ad accedere",Italian,"Once the app is installed, I click on login and an endless loading screen starts. I can’t access it."
886c1411-1db8-4821-bfc7-071078d5cdb9,Da una casa come la BMW potrebbero fare molto ma molto meglio,Italian,"“From a company like BMW, you could expect so much more.”"
e163ebe4-e3a1-4b72-b5c3-99ac438736ba,Pessima applicazione non all'altezza del marchio. Ogni giorno chiede di ri-autenticarsi.,Italian,"Poor application, not up to the brand’s standards. It asks you to re-authenticate every day."
f1ed9cc1-8f04-4661-9fef-7b775f734499,è divertente oltre che utile. avere i dati a portata di mano spesso torna comodo.,Italian,It’s fun as well as useful. Having the data at hand is often convenient.
844423b0-4bd6-4c8e-8482-99aad3ac6793,App funzionale ed utile per il controllo dell'auto in remoto.,Italian,Functional and useful app for remote car control.
3c9dd9ed-c9ad-48b0-a994-04194f8ac8e7,Da quando l'ho installata non funziona più Spotify!,Italian,"Since I installed it, Spotify doesn't work anymore!"
7ebfb693-70bb-4c8b-a182-9b0e45d8a95f,"Una applicazione utile, che fornisce buone informazioni",Italian,"A useful application, providing good information."
b8a5cdde-54c1-40ee-990d-48c041c2e112,"Il sistema antivirus mi segnala che l'applicazione è infettata e consiglia di rimuoverla, cosa che ho fatto. Potete verificare?",Italian,"My antivirus system flags the application as infected and recommends removal, which I’m doing. Can you check?"
664f0f94-45a6-4a4d-8a64-581eb174227e,"bella applicazione, io per ora la uso per controllare lo stato del mezzo e abbassare la temperatura nelle giornate assolate. non mi è chiara la differenza con l'app bmw connected. tra le due ho scelto questa.",Italian,"Nice application, so far I'm using it to check the vehicle’s status and lower the temperature on hot days. I’m not clear on the difference with the BMW Connected app. Between the two, I chose this one."
6a5f8c5e-26a3-4c52-af70-2346ab4ce9b6,"Aplicación penosa, en esta nueva actualización se cargan también la prestación del claxon en remoto. Una verdadera estafa. Cualquier vehículo tiene mejores prestaciones que la app de BMW. BMW = Sablazo y estafa.",Spanish,"Miserable app, with this new update they’ve even loaded the remote horn function. A real rip-off. Any vehicle has better features than the BMW app. BMW = Rip-off and scam."
1867e590-9183-4c1e-9b72-56a7f4ee74ed,"Vamos a peor, ni de abre.",Spanish,"Getting worse and worse, it won't even open."
69de3f5d-3adc-4348-9f20-27ad804eefb0,"Está todo bien,solo que me gustaría que si suena la alarma del coche la aplicación me informara",Spanish,"Everything's fine, just that I would like it to notify me in the app when the car alarm sounds."
d227a2ae-36d9-4876-bee7-16a621fe49f3,Muy buena aplicación para tener datos y acceso al coche!,Spanish,Very good app for having data and access to the car!
9b82a189-37a3-4f9f-8a2c-0ad4d8d19815,Muy útil y fácil de usar.,Spanish,Very useful and easy to use.
3bfc116b-51fd-451c-af10-c25f15a1b29c,"La aplicación es muy completa y funciona bastante bien, pero tiene errores p.e. en el cálculo del kilometraje en las reseñas mensuales, o en las estadísticas de viajes.",Spanish,"The app is very comprehensive and works quite well, but it has glitches, for example, in the calculation of mileage in the monthly reviews, or in the travel statistics."
7f82aa88-8f96-4520-9d39-ce1d714e542f,Es una porquería. No se conecta porque seguro no había un buen enlce con los datos de los autos. Lanzan algo que no sirve !!,Spanish,It's a mess. It doesn't connect because surely there wasn’t a good link with the car’s data. They release something that doesn’t work!!
33d02508-a8fc-4057-909d-219f45a3c53c,"Mejor coche,asistencia y app....muy difícil de mejorar👍",Spanish,"Better car, assistance and app....very difficult to improve 👍"
afefe0fb-34d4-4590-bbfb-bb76a9120d4c,Me dice que lamentablemente el cambio automático del país asignado no es compatible con mi bmw. Estoy en México y tengo una X3 M40i 2018.,Spanish,"It tells me that unfortunately, automatic country assignment changes are not compatible with my BMW. I’m in Mexico and have a 2018 X3 M40i."
c963e5a3-b624-4500-989c-8b3b1838befb,no me funciona spotify y ninguna app con esta nueva app,Spanish,Spotify doesn't work for me and neither does any other app with this new app.
2dffcf23-35c3-42e2-8f51-34767e0df63b,La app debería incluir algún aviso cuando se activa la alarma del vehículo.,Spanish,The app should include some kind of notification when the vehicle alarm is activated.
00ddde5b-9efe-494a-8175-ae7114a570cb,Una app sencilla de utilizar y muy completa y útil,Spanish,A simple app to use and very complete and useful.
bcadf5e8-870a-4b6b-9747-d628e4b57647,me permite saber dónde está el auto,Spanish,It lets me know where the car is.
0e90f00a-e16b-4131-96b3-24c5b6c8ffdb,La aplicación está muy bien le doy cuatro estrellas por que esta todo muy bien pero todavía no he leído un comentario sobre un fallo sobre serrar el vehículo si la puerta o las puertas está abierta le da cerrar y perfecto pero si se te olvida una o varias ventanillas no silve de nada el cierre a distancia yo he tenido que volver al coche en mas de una vez para cerrar ventanas así que le dare cinco es cuando arreglen este fallo por que la aplicación está muy completa pero ese fallo la estropea,Spanish,"The app is very good, I give it four stars because everything is very good, but I haven't yet read a comment about a failure regarding locking the vehicle if the door or doors are open. It locks perfectly, but if you forget a window or several, the remote locking is useless. I'm having to return to the car more than once to close windows, so I'll give it five when they fix this failure because the application is very complete, but that failure ruins it."
d8d71027-8d52-4435-b8c1-dbe23ee74829,"Interesante aplicación para localizar el vehículo y gestionar su mantenimiento, así como otras funcionalidades. Debería poder localizarse el vehículo en marcha y no únicamente parado.",Spanish,"Interesting app for locating the vehicle and managing its maintenance, as well as other functionalities. It should be possible to locate the vehicle while it's moving and not only when it's parked."
c58ace4a-ebbc-46cf-8326-0ee325c2a91d,"La aplicación está muy bien. El control remoto me encanta, y poder comprobar el estado del vehículo, la ubicación, activar el aire antes de llegar al coche... No le pongo 5 estrellas porque no me parece justo que para unos coches el servicio remoto sea gratuito y para otros cueste 80€ al año.",Spanish,"The app is really good. I love the remote control, and being able to check the vehicle status, location, activate the air conditioning before arriving at the car... I don't give it 5 stars because I don't think it's fair that for some cars the remote service is free and for others it costs €80 per year."
2c9c17c3-a4a3-451b-9cea-c343155c88d6,Le falta muchísimo desarrollo a su app.,Spanish,It really lacks development.
7c28b655-723a-4f72-8a8d-63e95cba0511,"Como es usual en BMW, algo ""actualizaron"" y dejó de funcionar lo poco que hacía, ni siquiera abre y ""olvidó"" ""miBMW""",Spanish,"As is usual with BMW, they updated something and it stopped working, the little it did. It doesn't even open and forgot MyBMW."
134ad1cd-2c92-499f-8499-564950a67bef,"No funciona spotify, por favor revísenlo, en la app anterior funcionaba algunos días,pero bueno...pero en esta jamas ha funcionado Gracias!!!!",Spanish,"Spotify isn't working, please review it. In the previous app it worked some days, but well...but it's never worked in this one. Thanks!!!!"
17f7261b-f00f-4e03-bc6d-e0c3c294d9a6,"Mucho peor que la anterior. Además, desde la última actualización, si no permites el acceso a la ubicación, no puedes abrirla. Connected dejaba el fondo en negro y daba información de la presión de las ruedas, cosa sin la que puedo pasar, pero no por tener que permitir acceso a la ubicación. Los mapas también funcionan peor, no sé si han dejado de usar google, pero no encuentra los sitios igual ni tiene todos los que tenía la anterior. Seguiré usando connected hasta que la quiten.",Spanish,"Much worse than the previous one. Furthermore, since the last update, if you don't allow location access, you can't open it. Connected used to leave the background black and showed tire pressure information, something I can live without, but not for having to allow location access. The maps also function worse; I don’t know if they’ve stopped using Google, but it doesn’t find places the same way or has all the ones the previous version had. I’ll continue using Connected until they remove it."
22dca91f-db46-48e5-8390-3b8bfde8fb86,Tarda muchísimo y no da litros y autonomía en todos los modelos.,Spanish,It takes forever and doesn’t show liters and range for all models.
65fe4917-3a49-4f8e-9f45-562154d1fb92,"No me funciona desde hace meses. BMW no aporta solución. Sólo que hay que esperar a la siguiente actualización, que no se sabe cuándo saldrá",Spanish,"It hasn't worked for months. BMW doesn’t offer a solution. They just say you have to wait for the next update, which we don’t know when it will be released."
4fdcc39c-ac1a-4b76-a4f3-ba212734161e,información al momento se esté donde se esté,Spanish,information at the moment wherever you may be
cb6c6840-1940-4665-8b58-ed17f7d3bf84,"Muy buena aplicación. Puedes ver en todo momento el estado del vehículo, programar la calefacción o el aire acondicionado, abrir/cerrar el coche de forma remota, ver la ruta que tienes que hacer desde el móvil y enviarla al BMW,...",Spanish,"Very good application. You can always see the status of the vehicle, schedule the heating or air conditioning, remotely open/close the car, see the route you need to take from your mobile and send it to the BMW,..."
3d59e29d-17f5-45fa-af74-97813cf43bfe,Muy fácil y muy útil,Spanish,Very easy and very useful
546484ae-7fce-41e5-8618-e0b0b2d56ca3,"No puedo ingresar, me indica error 3021",Spanish,"I can’t log in, it shows error 3021."
795f3975-a8e6-4864-952a-8899161bad8e,"servicio, información y atención al cliente, magníficos. Cumplimiento de plazo, impecable",Spanish,"Service, information, and customer support, magnificent. Timeliness, impeccable."
076e8ebd-7b9d-4072-b78e-f69286c1fd35,Bastante completo y muy intuitivo,Spanish,Quite complete and very intuitive.
7ddac2ca-6508-4956-a52f-c1c95e75fe06,De nada sirve si no pagas,Spanish,It’s useless if you don't pay.
a835dd28-54c7-4396-906b-da73f1eb96fa,"Buena aplicación para el control y localización del vehículo, falta pulir detalles pero en general es bastante útil.",Spanish,"Good app for vehicle control and location, some details need polishing but overall it's quite useful."
4d7df3d1-e073-4cd5-a0a2-8685cb8b4275,Application très conviviale et informative ... C'est vraiment fort utile.,French,Very user-friendly and informative application... It's really very useful.
6a00a69c-267b-4df3-8ef9-52227cfa3287,"Fonctionne sur x5 de 2017, mais l associer avec here au lieu de maps, c est ridicule, impossible de trouver des adresses que l on trouvait avec maps.",French,"Works on a 2017 x5, but pairing it with HERE instead of Maps is ridiculous, impossible to find addresses that were found with Maps."
ee22626a-99aa-4223-892c-37b1814c4299,Excellente application : l'essentiel au creux de la main 😉,French,Excellent app: the essentials at your fingertips 😉
a886ad93-2e2d-4db5-8519-9e3e2ddf0e3d,très bien dans l'ensemble,French,very good overall
1879e848-b6f4-448a-83a8-04f5d35d5036,Une excellente application qui donne des renseignements très utiles en temps réel.,French,An excellent app that provides very useful real-time information.
14af9775-074a-4be6-9ce7-7a9075516d86,"Nul ! Dès que vous l'ouvrez on vous demande de changer de mot de passe puis de s'identifier 2x et il faut faire les mises à jour etc donc il faut déja 20minutes pour pouvoir avoir une app qui fonctionne bref après faut se connecter au wifi de la voiture qui te dit qu'il n'y a pas de conection alors que tu es parfaitement connecté, bref cet app est pire qu""une banque pour rien, car en plus elle ne fonctionne pas donc totalement inutile !",French,"Terrible! As soon as you open it, you’re asked to change your password then identify yourself 2x and you have to do the updates etc so it already takes 20 minutes to get an app that works, briefly. Then you have to connect to the car's Wi-Fi which tells you there’s no connection when you’re perfectly connected. Briefly, this app is worse than a bank for nothing, because on top of that it doesn't even work, so totally useless!"
e5272f61-05d3-42cd-bb8f-f314e19bc3a1,"Excellente appli pour gérer un véhicule BMW, fonctionnelle et bien conçue !",French,"Excellent app for managing a BMW vehicle, functional and well-designed!"
f7a794e9-96b5-4ae9-92d4-2de81ba8b300,Encore déconnecter est plus possible de ce connecter alors que cela fonctionne sur le site Web via bmw.fr,French,"It’s still impossible to reconnect, even though it works on the website via bmw.fr"
a73a8ece-11c4-4cde-bbe7-b4f8aed163ac,Pratique mais pourrait encore être amélioré (suivi des consommations en plus des recharges),French,Practical but could still be improved (consumption tracking in addition to charging).
85806e99-b58d-4946-aa81-9dba0bf045a3,Bmw serie 1 de 2021 : Je trouve l'application au top 👍,French,BMW 1 Series 2021: I find the app top 👍
f1d711d6-76ea-48b7-ad64-a6d1513ea586,Depuis le 1er septembre l'application s'est déconnectée de la voiture sans raison apparente. J'ai supprimé et réinstallé l'application sans succès. Pourtant quand je suis dans la voiture un message de connection Bluetooth et WiFi est affiché par l'application sur mon téléphone.,French,"Since September 1st, the app has been disconnecting from the car for no apparent reason. I’ve deleted and reinstalled the app unsuccessfully. Yet when I’m in the car, a Bluetooth and WiFi connection message is displayed by the app on my phone."
